timestamp,device_id,metric_id,value,labels
2026-04-29T18:26:53.003845+02:00,taurus-7,wattmetre_power_watt,82.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.023848+02:00,taurus-7,wattmetre_power_watt,80.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.123794+02:00,taurus-7,wattmetre_power_watt,138.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.143822+02:00,taurus-7,wattmetre_power_watt,105.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.163746+02:00,taurus-7,wattmetre_power_watt,70.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.183912+02:00,taurus-7,wattmetre_power_watt,56.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.20388+02:00,taurus-7,wattmetre_power_watt,64.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.223853+02:00,taurus-7,wattmetre_power_watt,67.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.24385+02:00,taurus-7,wattmetre_power_watt,84.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.263781+02:00,taurus-7,wattmetre_power_watt,91.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.283917+02:00,taurus-7,wattmetre_power_watt,78.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.30392+02:00,taurus-7,wattmetre_power_watt,88.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.323854+02:00,taurus-7,wattmetre_power_watt,83.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.343845+02:00,taurus-7,wattmetre_power_watt,80.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.363804+02:00,taurus-7,wattmetre_power_watt,80.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.383976+02:00,taurus-7,wattmetre_power_watt,83,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.463756+02:00,taurus-7,wattmetre_power_watt,83.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.503932+02:00,taurus-7,wattmetre_power_watt,86.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.523842+02:00,taurus-7,wattmetre_power_watt,86.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.58373+02:00,taurus-7,wattmetre_power_watt,87.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.603915+02:00,taurus-7,wattmetre_power_watt,82,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.74384+02:00,taurus-7,wattmetre_power_watt,93.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.763845+02:00,taurus-7,wattmetre_power_watt,93.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.783778+02:00,taurus-7,wattmetre_power_watt,87.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.803914+02:00,taurus-7,wattmetre_power_watt,92.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.82391+02:00,taurus-7,wattmetre_power_watt,80.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.843848+02:00,taurus-7,wattmetre_power_watt,79.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.863848+02:00,taurus-7,wattmetre_power_watt,84.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.883808+02:00,taurus-7,wattmetre_power_watt,80.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.903784+02:00,taurus-7,wattmetre_power_watt,79.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.923846+02:00,taurus-7,wattmetre_power_watt,85.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.943894+02:00,taurus-7,wattmetre_power_watt,85.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.963814+02:00,taurus-7,wattmetre_power_watt,81.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T18:26:53.98382+02:00,taurus-7,wattmetre_power_watt,77.5,"{""_device_orig"": [""wattmetre1-port6""]}"
