timestamp,device_id,metric_id,value,labels
2026-04-29T21:07:21.015417+02:00,taurus-7,wattmetre_power_watt,162.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.035446+02:00,taurus-7,wattmetre_power_watt,171.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.0554+02:00,taurus-7,wattmetre_power_watt,186.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.075539+02:00,taurus-7,wattmetre_power_watt,187.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.095515+02:00,taurus-7,wattmetre_power_watt,193.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.115464+02:00,taurus-7,wattmetre_power_watt,180,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.135422+02:00,taurus-7,wattmetre_power_watt,179.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.155375+02:00,taurus-7,wattmetre_power_watt,181.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.175542+02:00,taurus-7,wattmetre_power_watt,171.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.195502+02:00,taurus-7,wattmetre_power_watt,161.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.215485+02:00,taurus-7,wattmetre_power_watt,148.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.235448+02:00,taurus-7,wattmetre_power_watt,144.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.255413+02:00,taurus-7,wattmetre_power_watt,139.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.275567+02:00,taurus-7,wattmetre_power_watt,165.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.295538+02:00,taurus-7,wattmetre_power_watt,177.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.315512+02:00,taurus-7,wattmetre_power_watt,184.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.335472+02:00,taurus-7,wattmetre_power_watt,189.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.355389+02:00,taurus-7,wattmetre_power_watt,189.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.375378+02:00,taurus-7,wattmetre_power_watt,179.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.395507+02:00,taurus-7,wattmetre_power_watt,178.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.415518+02:00,taurus-7,wattmetre_power_watt,172.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.435463+02:00,taurus-7,wattmetre_power_watt,180.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.455466+02:00,taurus-7,wattmetre_power_watt,176.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.475397+02:00,taurus-7,wattmetre_power_watt,185.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.495535+02:00,taurus-7,wattmetre_power_watt,191.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.515489+02:00,taurus-7,wattmetre_power_watt,187.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.575401+02:00,taurus-7,wattmetre_power_watt,179.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.595543+02:00,taurus-7,wattmetre_power_watt,186.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.615463+02:00,taurus-7,wattmetre_power_watt,178.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.635492+02:00,taurus-7,wattmetre_power_watt,169.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.655465+02:00,taurus-7,wattmetre_power_watt,167.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.695377+02:00,taurus-7,wattmetre_power_watt,145.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.71545+02:00,taurus-7,wattmetre_power_watt,151,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.815516+02:00,taurus-7,wattmetre_power_watt,80.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.835495+02:00,taurus-7,wattmetre_power_watt,72.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.855449+02:00,taurus-7,wattmetre_power_watt,72.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.875403+02:00,taurus-7,wattmetre_power_watt,78.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.895353+02:00,taurus-7,wattmetre_power_watt,222.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.915382+02:00,taurus-7,wattmetre_power_watt,175.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.935452+02:00,taurus-7,wattmetre_power_watt,119,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.955451+02:00,taurus-7,wattmetre_power_watt,81.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.975424+02:00,taurus-7,wattmetre_power_watt,50.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:21.995382+02:00,taurus-7,wattmetre_power_watt,43.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.015383+02:00,taurus-7,wattmetre_power_watt,64.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.0355+02:00,taurus-7,wattmetre_power_watt,88.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.05545+02:00,taurus-7,wattmetre_power_watt,93.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.095397+02:00,taurus-7,wattmetre_power_watt,93.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.115549+02:00,taurus-7,wattmetre_power_watt,87.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.135507+02:00,taurus-7,wattmetre_power_watt,89.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.155474+02:00,taurus-7,wattmetre_power_watt,85.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.175484+02:00,taurus-7,wattmetre_power_watt,81.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.195422+02:00,taurus-7,wattmetre_power_watt,77,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.21542+02:00,taurus-7,wattmetre_power_watt,80.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.235405+02:00,taurus-7,wattmetre_power_watt,80.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.255465+02:00,taurus-7,wattmetre_power_watt,76.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.275485+02:00,taurus-7,wattmetre_power_watt,81.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.295423+02:00,taurus-7,wattmetre_power_watt,79.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.315382+02:00,taurus-7,wattmetre_power_watt,82.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.375501+02:00,taurus-7,wattmetre_power_watt,83.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.395438+02:00,taurus-7,wattmetre_power_watt,83.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.415453+02:00,taurus-7,wattmetre_power_watt,79.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.435397+02:00,taurus-7,wattmetre_power_watt,85,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.455499+02:00,taurus-7,wattmetre_power_watt,84.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.475468+02:00,taurus-7,wattmetre_power_watt,82.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.495498+02:00,taurus-7,wattmetre_power_watt,84.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.515387+02:00,taurus-7,wattmetre_power_watt,76.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.555377+02:00,taurus-7,wattmetre_power_watt,81.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.575491+02:00,taurus-7,wattmetre_power_watt,82.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.595489+02:00,taurus-7,wattmetre_power_watt,81.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.615384+02:00,taurus-7,wattmetre_power_watt,83.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.635418+02:00,taurus-7,wattmetre_power_watt,79.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.655392+02:00,taurus-7,wattmetre_power_watt,81.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.675491+02:00,taurus-7,wattmetre_power_watt,83.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.695419+02:00,taurus-7,wattmetre_power_watt,85.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.715373+02:00,taurus-7,wattmetre_power_watt,93.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.735409+02:00,taurus-7,wattmetre_power_watt,93,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.795469+02:00,taurus-7,wattmetre_power_watt,80.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.815457+02:00,taurus-7,wattmetre_power_watt,79.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.83538+02:00,taurus-7,wattmetre_power_watt,78.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.855382+02:00,taurus-7,wattmetre_power_watt,83.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.875543+02:00,taurus-7,wattmetre_power_watt,81.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:22.895497+02:00,taurus-7,wattmetre_power_watt,78,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.075546+02:00,taurus-7,wattmetre_power_watt,78.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.11545+02:00,taurus-7,wattmetre_power_watt,81.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.13539+02:00,taurus-7,wattmetre_power_watt,79.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.195503+02:00,taurus-7,wattmetre_power_watt,82.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.215491+02:00,taurus-7,wattmetre_power_watt,83,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.235392+02:00,taurus-7,wattmetre_power_watt,84.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.255423+02:00,taurus-7,wattmetre_power_watt,85.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.275426+02:00,taurus-7,wattmetre_power_watt,81,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.295324+02:00,taurus-7,wattmetre_power_watt,86.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.315502+02:00,taurus-7,wattmetre_power_watt,80.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.33546+02:00,taurus-7,wattmetre_power_watt,80.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.355424+02:00,taurus-7,wattmetre_power_watt,86.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.375423+02:00,taurus-7,wattmetre_power_watt,86,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.39553+02:00,taurus-7,wattmetre_power_watt,83.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.415504+02:00,taurus-7,wattmetre_power_watt,83.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.455419+02:00,taurus-7,wattmetre_power_watt,83.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.475399+02:00,taurus-7,wattmetre_power_watt,78.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.495394+02:00,taurus-7,wattmetre_power_watt,79.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.515265+02:00,taurus-7,wattmetre_power_watt,81.4,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.53545+02:00,taurus-7,wattmetre_power_watt,82.3,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.555427+02:00,taurus-7,wattmetre_power_watt,81.9,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.575422+02:00,taurus-7,wattmetre_power_watt,83.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.595433+02:00,taurus-7,wattmetre_power_watt,80.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.615308+02:00,taurus-7,wattmetre_power_watt,85.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.635444+02:00,taurus-7,wattmetre_power_watt,84.5,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.655414+02:00,taurus-7,wattmetre_power_watt,87.7,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.675399+02:00,taurus-7,wattmetre_power_watt,85,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.695441+02:00,taurus-7,wattmetre_power_watt,83.6,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.715336+02:00,taurus-7,wattmetre_power_watt,91.2,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.735448+02:00,taurus-7,wattmetre_power_watt,88.8,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.755423+02:00,taurus-7,wattmetre_power_watt,89.1,"{""_device_orig"": [""wattmetre1-port6""]}"
2026-04-29T21:07:23.775401+02:00,taurus-7,wattmetre_power_watt,82.5,"{""_device_orig"": [""wattmetre1-port6""]}"
